Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del plazo fijo;Nombre corto del plazo fijo;Denominación;Monto mínimo a invertir;Plazo mínimo a invertir;Canal de constitución;Tasa efectiva anual mínima;Territorio de validez de la oferta;Más información
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN DOLARES INTRANSFERIBLE S. PRIVADO;PF DOLARES SPR SUC;Dólares estadounidenses;1000;30 días;Ventanilla de sucursal;,10;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN DOLARES TRANSFERIBLE S. PRIVADO;PF DOLARES SPR SUC;Dólares estadounidenses;1000;30 días;Ventanilla de sucursal;,10;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PRECANCELABLE EN PESOS INTRANSFERIBLE S. PRIVADO;PF PESOS PRECA SPR C.MOV;Pesos;30000;180 días;Electrónico;18,28;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS OTROS BANCOS INTRANSFERIBLE P. HUMANA;PF PESOS EN RED PH SUC;Pesos;1000;30 días;Electrónico;18,98;Todo el territorio nacional;NUEVOS CLIENTES. PERSONA HUMANA
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS TRANSFERIBLE S. PUBLICO;PF PESOS SP SUC;Pesos;1000;30 días;Ventanilla de sucursal;14,94;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS COM BCRA A7027 INTRANSFERIBLE;PF PESOS COM 7027 BCA;Pesos;1000;30 días;Electrónico;18,98;Todo el territorio nacional;DECRETO 260/2020
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO A 90 DIAS;PLAZO FIJO 90 DIAS;Pesos;1000;90 días;Ventanilla de sucursal;14,76;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO 30 DIAS TELEFONICO;PF  A 30 DS- TELEFONICO;Pesos;1000;30 días;Línea telefónica;17,23;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO 30 DIAS TELEFONICO;PF  A 30 DS- TELEFONICO;Pesos;1000;30 días;Línea telefónica;17,23;Provincia de Córdoba;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO;PLAZO FIJO;Pesos;1000;30 días;Ventanilla de sucursal;17,23;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO;PLAZO FIJO;Pesos;1000;30 días;Ventanilla de sucursal;17,23;Provincia de Córdoba;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO 90 DIAS - TELEFONICO;PF 90 DS- TELEFONICO;Pesos;1000;90 días;Línea telefónica;14,76;Provincia de Córdoba;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO UVA 180DS;PF UVA;Pesos;1;180 días;Ventanilla de sucursal;1,00;Provincia de Córdoba;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO UVA 180DS;PF UVA;Pesos;1;180 días;Ventanilla de sucursal;1,00;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO UVA - TELEFONICO 180DS;PF UVA - TELEFONICO;Pesos;1;180 días;Línea telefónica;1,00;Provincia de Córdoba;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO UVA - TELEFONICO 180DS;PF UVA - TELEFONICO;Pesos;1;180 días;Línea telefónica;1,00;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO 90 DIAS - TELEFONICO;PF 90 DS- TELEFONICO;Pesos;1000;90 días;Línea telefónica;14,76;Ciudad Autónoma de Buenos Aires;
247;BANCO ROELA S.A.;2026-06-25;PLAZO FIJO A 90 DIAS;PLAZO FIJO 90 DIAS;Pesos;1000;90 días;Ventanilla de sucursal;14,76;Provincia de Córdoba;
254;BANCO MARIVA S.A.;2026-06-30;PLAZO FIJO EN MONEDA PESOS;PF;Pesos;10000;90 días;Ventanilla de sucursal;22,43;Ciudad Autónoma de Buenos Aires;
254;BANCO MARIVA S.A.;2026-06-30;PLAZO FIJO EN MONEDA PESOS TELEF;PF TELEF;Pesos;10000;30 días;Línea telefónica;23,75;Ciudad Autónoma de Buenos Aires;
254;BANCO MARIVA S.A.;2026-06-30;PLAZO FIJO EN MONEDA PESOS;PF;Pesos;10000;30 días;Ventanilla de sucursal;23,75;Ciudad Autónoma de Buenos Aires;
254;BANCO MARIVA S.A.;2026-06-30;PLAZO FIJO EN MONEDA DOLARES ESTADOUNIDENSES TELEF;PF TELEF;Dólares estadounidenses;1000;30 días;Línea telefónica;1,26;Ciudad Autónoma de Buenos Aires;
254;BANCO MARIVA S.A.;2026-06-30;PLAZO FIJO EN MONEDA PESOS TELEF;PF;Pesos;10000;90 días;Línea telefónica;22,43;Ciudad Autónoma de Buenos Aires;
254;BANCO MARIVA S.A.;2026-06-30;PLAZO FIJO EN MONEDA DOLARES ESTADOUNIDENSES;PF;Dólares estadounidenses;1000;30 días;Ventanilla de sucursal;1,26;Ciudad Autónoma de Buenos Aires;
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN FORMA PERSONAL EN SUCURSALES EN PESOS DE 30 A 59 DIAS;PLAZO FIJO;Pesos;1;30 días;Ventanilla de sucursal;20,66;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN FORMA PERSONAL EN SUCURSALES EN PESOS DE 90 A 179 DIAS;PLAZO FIJO;Pesos;1;90 días;Ventanilla de sucursal;20,08;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN CANALES ELECTRONICOS EN PESOS MAS DE 365 DIAS;PLAZO FIJO;Pesos;1;360 días o más;Electrónico;19,00;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN CANALES ELECTRONICOS EN PESOS DE 30 A 59 DIAS;PLAZO FIJO;Pesos;1;30 días;Electrónico;20,66;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN CANALES ELECTRONICOS EN PESOS DE 90 A 179 DIAS;PLAZO FIJO;Pesos;1;90 días;Electrónico;20,08;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN FORMA PERSONAL EN SUCURSALES EN DOLARES DE 180 DIAS Y MAS;PLAZO FIJO;Dólares estadounidenses;1;180 días;Ventanilla de sucursal;,62;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN FORMA PERSONAL EN SUCURSALES EN PESOS MAS DE 365 DIAS;PLAZO FIJO;Pesos;1;360 días o más;Ventanilla de sucursal;19,00;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN CANALES ELECTRONICOS EN PESOS DE 180 A 365 DIAS;PLAZO FIJO;Pesos;1;180 días;Electrónico;19,46;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN FORMA PERSONAL EN SUCURSALES EN PESOS DE 180 A 365 DIAS;PLAZO FIJO;Pesos;1;180 días;Ventanilla de sucursal;19,46;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN CANALES ELECTRONICOS EN PESOS DE 60 A 89 DIAS;PLAZO FIJO;Pesos;1;60 días;Electrónico;20,57;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN FORMA PERSONAL EN SUCURSALES EN DOLARES DE 30 A 59 DIAS;PLAZO FIJO;Dólares estadounidenses;1;30 días;Ventanilla de sucursal;,50;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN FORMA PERSONAL EN SUCURSALES EN PESOS DE 60 A 89 DIAS;PLAZO FIJO;Pesos;1;60 días;Ventanilla de sucursal;20,57;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN FORMA PERSONAL EN SUCURSALES EN DOLARES DE 90 A 179 DIAS;PLAZO FIJO;Dólares estadounidenses;1;90 días;Ventanilla de sucursal;,52;Todo el territorio nacional; 
268;BANCO PROVINCIA DE TIERRA DEL FUEGO;2026-07-08;CONSITUCION EN FORMA PERSONAL EN SUCURSALES EN DOLARES DE 60 A 89 DIAS;PLAZO FIJO;Dólares estadounidenses;1;60 días;Ventanilla de sucursal;,52;Todo el territorio nacional; 
269;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;2026-06-19;DEPOSITOS A PLAZO FIJO;DEPOSITOS A PLAZO FIJO;Pesos;2000;30 días;Ventanilla de sucursal;14,94;Ciudad Autónoma de Buenos Aires; 
277;BANCO SAENZ S.A.;2026-06-30;PLAZO FIJO EN PESOS;PLAZO FIJO ;Pesos;1;30 días;Ventanilla de sucursal;24,36;Ciudad Autónoma de Buenos Aires;
277;BANCO SAENZ S.A.;2026-06-30;PLAZO FIJO EN UNIDADES DE VALOR ADQUISITIVO (UVA);PLAZO FIJO UVA;UVA;10000;90 días;Línea telefónica;1,00;Ciudad Autónoma de Buenos Aires;CON OPCION DE CANCELACION ANTICIPADA A PARTIR DE LOS 30 DIAS, PREVIA COMUNICACION A LA ENTIDAD CON PLAZO MINIMO  DE 5 DIAS HABILES.
277;BANCO SAENZ S.A.;2026-06-30;PLAZO FIJO EN UNIDADES DE VALOR ADQUISITIVO (UVA);PLAZO FIJO UVA;UVA;10000;90 días;Ventanilla de sucursal;1,00;Ciudad Autónoma de Buenos Aires;CON OPCION DE CANCELACION ANTICIPADA A PARTIR DE LOS 30 DIAS, PREVIA COMUNICACION A LA ENTIDAD CON PLAZO MINIMO  DE 5 DIAS HABILES.
281;BANCO MERIDIAN S.A.;2026-06-16;PLAZO FIJO PRECANCELABLE UVA;PF PREC UVA;UVA;10000;90 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;TEA CORRESPONDE A 30 DIAS
281;BANCO MERIDIAN S.A.;2026-06-16;PLAZO FIJO TRADICIONAL;PF TRADICIONAL;Pesos;50000;Todos los plazos;Ventanilla de sucursal;26,24;Todo el territorio nacional;TEA CORRESPONDE A 30 DIAS
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO INTRANSFERIBLE;Pesos;300;90 días;Home banking;20,98;Todo el territorio nacional;
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO INTRANSFERIBLE;Pesos;300;90 días;Ventanilla de sucursal;20,98;Todo el territorio nacional;
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE DOLAR;PLAZO FIJO INTRANSFERIBLE;Dólares estadounidenses;300;30 días;Home banking;1,51;Todo el territorio nacional;
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE DOLAR;PLAZO FIJO INTRANSFERIBLE;Dólares estadounidenses;300;30 días;Ventanilla de sucursal;1,51;Todo el territorio nacional;
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE UVA;PLAZO FIJO UVA;UVA;1;90 días;Ventanilla de sucursal;,00;Todo el territorio nacional;DE 90 A 119 DIAS TEA 2,02
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO INTRANSFERIBLE;Pesos;300;30 días;Línea telefónica;20,15;Todo el territorio nacional;
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO INTRANSFERIBLE;Pesos;300;30 días;Home banking;20,15;Todo el territorio nacional;
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO INTRANSFERIBLE;Pesos;300;90 días;Línea telefónica;20,98;Todo el territorio nacional;
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE DOLAR;PLAZO FIJO INTRANSFERIBLE;Dólares estadounidenses;300;30 días;Línea telefónica;1,51;Todo el territorio nacional;
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE UVA;PLAZO FIJO UVA;UVA;1;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;DE 180  A 365 DIAS TEA 3,53
285;BANCO MACRO S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE;PLAZO FIJO INTRANSFERIBLE;Pesos;300;30 días;Ventanilla de sucursal;20,15;Todo el territorio nacional;
299;BANCO COMAFI SOCIEDAD ANONIMA;2026-06-30;PLAZO FIJO TRADICIONAL PIZARRA DOLARES;PF TRADIC PIZARRA USS;Dólares estadounidenses;500;30 días;Ventanilla de sucursal;,60;Todo el territorio nacional;PROGRAMAS DE BENEFICIOS TE VA BIEN Y TE VA BIEN SUMA
299;BANCO COMAFI SOCIEDAD ANONIMA;2026-06-30;PLAZO FIJO TRADICIONAL PIZARRA DOLARES;PF TRADIC PIZARRA USS;Dólares estadounidenses;500;30 días;Línea telefónica;,60;Todo el territorio nacional;PROGRAMAS DE BENEFICIOS TE VA BIEN Y TE VA BIEN SUMA
299;BANCO COMAFI SOCIEDAD ANONIMA;2026-06-30;PLAZO FIJO TRADICIONAL HOME BANKING PESOS;PF TRADIC HB ARPESOS;Pesos;1000;30 días;Home banking;18,39;Todo el territorio nacional;PROGRAMAS DE BENEFICIOS TE VA BIEN Y TE VA BIEN SUMA
299;BANCO COMAFI SOCIEDAD ANONIMA;2026-06-30;PLAZO FIJO TRADICIONAL PIZARRA PESOS;PF TRADIC PIZARRA ARPESOS;Pesos;1000;30 días;Línea telefónica;18,39;Todo el territorio nacional;PROGRAMAS DE BENEFICIOS TE VA BIEN Y TE VA BIEN SUMA
299;BANCO COMAFI SOCIEDAD ANONIMA;2026-06-30;PLAZO FIJO TRADICIONAL PIZARRA PESOS;PF TRADIC PIZARRA ARPESOS;Pesos;1000;30 días;Terminal de autoservicio;18,39;Todo el territorio nacional;PROGRAMAS DE BENEFICIOS TE VA BIEN Y TE VA BIEN SUMA
299;BANCO COMAFI SOCIEDAD ANONIMA;2026-06-30;PLAZO FIJO TRADICIONAL PIZARRA DOLARES;PF TRADIC PIZARRA USS;Dólares estadounidenses;500;30 días;Terminal de autoservicio;,60;Todo el territorio nacional;PROGRAMAS DE BENEFICIOS TE VA BIEN Y TE VA BIEN SUMA
299;BANCO COMAFI SOCIEDAD ANONIMA;2026-06-30;PLAZO FIJO TRADICIONAL HOME BANKING DOLARES;PF TRADIC HB USS;Dólares estadounidenses;500;30 días;Home banking;,60;Todo el territorio nacional;PROGRAMAS DE BENEFICIOS TE VA BIEN Y TE VA BIEN SUMA
299;BANCO COMAFI SOCIEDAD ANONIMA;2026-06-30;PLAZO FIJO TRADICIONAL PIZARRA PESOS;PF TRADIC PIZARRA ARPESOS;Pesos;1000;30 días;Ventanilla de sucursal;18,39;Todo el territorio nacional;PROGRAMAS DE BENEFICIOS TE VA BIEN Y TE VA BIEN SUMA
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING A 365 DIAS;PF HB A 365;Dólares estadounidenses;3000;360 días o más;Home banking;2,75;Todo el territorio nacional;PLAZO HASTA 365
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING 60 A 89 DIAS;PF HB 60 A 89 DIAS;Dólares estadounidenses;3000;60 días;Home banking;1,76;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 90 A 119 DIAS;PF 90 A 119;Dólares estadounidenses;3000;90 días;Ventanilla de sucursal;1,76;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING 30 A 59 DIAS;PF HB 30 A 59;Pesos;1000;30 días;Home banking;23,15;Todo el territorio nacional;ATM
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING 90 A 119 DIAS;PF HB 90 A 119 DIAS;Pesos;1000;90 días;Home banking;23,31;Todo el territorio nacional;ATM
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 90 A 119 DIAS;PF 90 A 119;Pesos;1000;90 días;Ventanilla de sucursal;19,83;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING 90 A 119 DIAS;PF HB 90 A 119 DIAS;Dólares estadounidenses;3000;90 días;Home banking;2,27;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 365 A MAS;PF 365 A MAS;Pesos;1000;360 días o más;Ventanilla de sucursal;20,50;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING 120 A 179 DIAS;PF HB 120 A 179 DIAS;Pesos;1000;180 días;Home banking;23,38;Todo el territorio nacional;ATM - PLAZO MININO 120 DIAS
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 60 A 89 DIAS;PF 60 A 89;Pesos;1000;60 días;Ventanilla de sucursal;19,41;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 180 A 364;PF 180 A 364;Dólares estadounidenses;3000;180 días;Ventanilla de sucursal;2,26;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 30 A 59 DIAS;PF 30 A 59;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING 120 A 179 DIAS;PF HB 120 A 179 DIAS;Dólares estadounidenses;3000;180 días;Home banking;2,27;Todo el territorio nacional;PLAZO MINIMO 120 DIAS
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 365 A MAS;PF 365 A MAS;Dólares estadounidenses;3000;360 días o más;Ventanilla de sucursal;2,50;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 180 A 364 DIAS;PF 180 A 364;Pesos;1000;180 días;Ventanilla de sucursal;20,46;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 120 A 179 DIAS;PF 120 A 179;Pesos;1000;180 días;Ventanilla de sucursal;20,24;Todo el territorio nacional;PLAZO MINIMO 120 DIAS
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING 60 A 89 DIAS;PF HB 60 A 89;Pesos;1000;60 días;Home banking;23,23;Todo el territorio nacional;ATM
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING 180 A 364 DIAS;PF HB 180 A 364 DIAS;Pesos;1000;180 días;Home banking;23,23;Todo el territorio nacional;ATM
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO 30 A 59 DIAS;PF 30 A 59;Dólares estadounidenses;3000;30 días;Ventanilla de sucursal;1,26;Todo el territorio nacional;
301;BANCO PIANO S.A.;2026-06-05;PLAZO FIJO HOME BANKING A 365;PF HB A 365;Pesos;1000;360 días o más;Home banking;22,25;Todo el territorio nacional;ATM - PLAZO HASTA 365
305;BANCO JULIO SOCIEDAD ANONIMA;2026-06-10;CERTIFICADO DE DEPOSITO A PLAZO FIJO EN PESOS;PLAZO FIJO EN PESOS;Pesos;1000;30 días;Ventanilla de sucursal;17,23;Ciudad Autónoma de Buenos Aires;
305;BANCO JULIO SOCIEDAD ANONIMA;2026-06-10;CERTIFICADO DE DEPOSITO A PLAZO FIJO EN PESOS;PLAZO FIJO EN PESOS;Pesos;1000;90 días;Electrónico;20,75;Todo el territorio nacional;
305;BANCO JULIO SOCIEDAD ANONIMA;2026-06-10;CERTIFICADO DE DEPOSITO A PLAZO FIJO EN DOLARES ESTADOUNIDENSES;PLAZO FIJO EN DOLARES;Dólares estadounidenses;500;30 días;Ventanilla de sucursal;,20;Provincia de Córdoba;
305;BANCO JULIO SOCIEDAD ANONIMA;2026-06-10;CERTIFICADO DE DEPOSITO A PLAZO FIJO EN PESOS;PLAZO FIJO EN PESOS;Pesos;1000;30 días;Ventanilla de sucursal;17,23;Provincia de Córdoba;
305;BANCO JULIO SOCIEDAD ANONIMA;2026-06-10;CERTIFICADO DE DEPOSITO A PLAZO FIJO EN PESOS;PLAZO FIJO EN PESOS;Pesos;1000;90 días;Ventanilla de sucursal;17,23;Provincia de Córdoba;
305;BANCO JULIO SOCIEDAD ANONIMA;2026-06-10;CERTIFICADO DE DEPOSITO A PLAZO FIJO EN PESOS;PLAZO FIJO EN PESOS;Pesos;1000;90 días;Ventanilla de sucursal;17,23;Ciudad Autónoma de Buenos Aires;
305;BANCO JULIO SOCIEDAD ANONIMA;2026-06-10;CERTIFICADO DE DEPOSITO A PLAZO FIJO EN PESOS;PLAZO FIJO EN PESOS;Pesos;1000;30 días;Electrónico;20,75;Todo el territorio nacional;
305;BANCO JULIO SOCIEDAD ANONIMA;2026-06-10;CERTIFICADO DE DEPOSITO A PLAZO FIJO EN DOLARES ESTADOUNIDENSES;PLAZO FIJO EN DOLARES;Dólares estadounidenses;500;30 días;Ventanilla de sucursal;,20;Ciudad Autónoma de Buenos Aires;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2026-06-12;PLAZO FIJO CANALES ELECTRONICOS;PLAZO F CANALES ELECTRO;Pesos;1000;30 días;Home banking;24,42;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2026-06-12;PLAZO FIJO UVA;PLAZO FIJO UVA;UVA;1000;90 días;Electrónico;2,01;Todo el territorio nacional;
309;BANCO RIOJA SOCIEDAD ANONIMA UNIPERSONAL;2026-06-12;PLAZO FIJO INTRANFERIBLE;PLAZO FIJO INTRANFERIBLE;Pesos;1000;30 días;Todos los canales;24,36;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 365 DIAS PERSONAS JURIDICAS;PF DOLAR 365 DIAS;Dólares estadounidenses;1;360 días o más;Todos los canales;3,00;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;1;360 días o más;Línea telefónica;1,75;Todo el territorio nacional;CON OPCION DE CANCELACION ANTICIPADA A PARTIR DE LOS 90 DIAS
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 365 DIAS PERSONAS HUMANAS;PF DOLAR 365 DIAS;Dólares estadounidenses;1;360 días o más;Todos los canales;3,00;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 180 DIAS PERSONAS JURIDICAS;PF DOLAR 180 DIAS;Dólares estadounidenses;1;180 días;Todos los canales;2,52;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF EN PESOS A 30 DIAS PERSONAS HUMANAS CAPITALES HASTA $ 30 MILLONES;PF PESOS 30 DIAS;Pesos;1;30 días;Todos los canales;23,15;Todo el territorio nacional;NO APLICABLE A PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PF EN PESOS A 60 DIAS PERSONAS HUMANAS CAPITALES HASTA $ 30 MILLONES;PF PESOS 60 DIAS;Pesos;1;60 días;Todos los canales;23,23;Todo el territorio nacional;NO APLICABLE A PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 30 DIAS PERSONAS JURIDICAS;PF DOLAR 30 DIAS;Dólares estadounidenses;1;30 días;Todos los canales;1,26;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 30 DIAS PERSONAS HUMANAS;PF DOLAR 30 DIAS;Dólares estadounidenses;1;30 días;Todos los canales;1,26;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 90 DIAS PERSONAS HUMANAS;PF DOLAR 90 DIAS;Dólares estadounidenses;1;90 días;Todos los canales;1,76;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE EN PESOS A 60 DIAS PERSONAS JURIDICAS;PF PESOS 60 DIAS;Pesos;1;60 días;Todos los canales;23,23;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;1;90 días;Ventanilla de sucursal;,50;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PF APP A 30 DIAS PERSONAS HUMANAS CAPITALES HASTA $ 30 MILLONES;PF APP 30 DIAS;Pesos;1;30 días;Electrónico;23,23;Todo el territorio nacional;SOLO PARA PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PF EN DOLARES A 90 DIAS PERSONAS JURIDICAS;PF DOLAR 90 DIAS;Dólares estadounidenses;1;90 días;Todos los canales;1,76;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;1;360 días o más;Electrónico;1,75;Todo el territorio nacional;CON OPCION DE CANCELACION ANTICIPADA A PARTIR DE LOS 90 DIAS
310;BANCO DEL SOL S.A.;2026-07-07;PF APP A 90 DIAS PERSONAS HUMANAS CAPITALES MAYORES A $ 30 MILLONES;PF APP 90 DIAS;Pesos;1;90 días;Electrónico;23,31;Todo el territorio nacional;SOLO PARA PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PF APP A 90 DIAS PERSONAS HUMANAS CAPITALES HASTA $ 30 MILLONES;PF APP 90 DIAS;Pesos;1;90 días;Electrónico;23,31;Todo el territorio nacional;SOLO PARA PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;1;180 días;Electrónico;1,00;Todo el territorio nacional;CON OPCION DE CANCELACION ANTICIPADA A PARTIR DE LOS 90 DIAS, DEBE SOLICITARSE DESDE EL CHAT DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PF APP A 60 DIAS PERSONAS HUMANAS CAPITALES MAYORES A $ 30 MILLONES;PF APP 60 DIAS;Pesos;1;60 días;Electrónico;23,23;Todo el territorio nacional;SOLO PARA PF CONCERTADOS A TRAVES DE LA APLICACION MOVIL
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;1;90 días;Electrónico;,50;Todo el territorio nacional;
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;1;360 días o más;Ventanilla de sucursal;1,75;Todo el territorio nacional;CON OPCION DE CANCELACION ANTICIPADA A PARTIR DE LOS 90 DIAS
310;BANCO DEL SOL S.A.;2026-07-07;PLAZO FIJO UVA PRECANCELABLE;PF UVA PRECANCELABLE;UVA;1;90 días;Línea telefónica;,50;Todo el territorio nacional;
