Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55432;LUCSE INVERSIONES S.A.;2025-02-27;PLAN MOTOS 9 ;PLAN MOTOS 9 ;Pesos;3000000;1000;18;0;0;100;,00;Todos los beneficiarios;,00;320,86;Fija;457,48;1666,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;PLAN COMERCIO 11 ;PLAN COMERCIO 11 ;Pesos;1000000;2000;12;0;0;100;,00;Todos los beneficiarios;,00;707,60;Fija;1099,98;2510,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;LOCAL - REDITO 9;LOCAL - REDITO 9;Pesos;2000000;5000;12;0;0;100;,00;Todos los beneficiarios;,00;954,54;Fija;1538,97;2795,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;LOCAL - REDITO 8;LOCAL - REDITO 8;Pesos;2000000;1000;12;0;0;100;,00;Todos los beneficiarios;,00;707,60;Fija;1099,98;2510,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;PLAN COMERCIO 9 ;PLAN COMERCIO 9 ;Pesos;800000;1000;12;0;0;100;,00;Todos los beneficiarios;,00;518,24;Fija;777,13;2239,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;PLAN MOTOS 10 ;PLAN MOTOS 10;Pesos;1500000;1000;18;0;0;100;,00;Todos los beneficiarios;,00;539,80;Fija;813,19;2100,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;LOCAL - REDITO 6;LOCAL - REDITO 6;Pesos;3000000;1000;15;0;0;100;,00;Todos los beneficiarios;,00;377,06;Fija;546,40;1864,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;LOCAL - REDITO 10;LOCAL - REDITO 10;Pesos;2000000;1000;12;0;0;100;,00;Todos los beneficiarios;,00;1248,36;Fija;2082,03;3070,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;PLAN MOTOS 13 ;PLAN MOTOS 13 ;Pesos;1500000;1000;18;0;0;100;,00;Todos los beneficiarios;,00;588,46;Fija;895,25;2180,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;PLAN COMERCIO CUOTA 1 AL DIA 8 ;PLAN COMERCIO CUOTA 1 AL ;Pesos;300000;1000;9;0;0;100;,00;Todos los beneficiarios;,00;397,08;Fija;578,51;2270,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;LOCAL - REDITO 7;LOCAL - REDITO 7;Pesos;2000000;1000;15;0;0;100;,00;Todos los beneficiarios;,00;527,59;Fija;792,75;2140,00;Todo el territorio nacional;
55432;LUCSE INVERSIONES S.A.;2025-02-27;PLAN PRODUCTOS 8 ;PLAN PRODUCTOS 8 ;Pesos;2500000;1000;15;0;0;100;,00;Todos los beneficiarios;,00;420,82;Fija;616,87;1950,00;Todo el territorio nacional;
55438;ASOC. MUTUAL PARA LA PEQUEÑA Y MEDIANA EMPRESA - AMPYME;2026-07-08;NEUQUEN;NEUQUEN;Pesos;8000000;10000;60;400000;6;65;,30;Empleados públicos;,00;606,66;Fija;760,05;176723,00;Todo el territorio nacional;
55438;ASOC. MUTUAL PARA LA PEQUEÑA Y MEDIANA EMPRESA - AMPYME;2026-07-08;BANCOSANTAFE;BANCOSANTAFE;Pesos;1250000;10000;36;350000;6;85;1,00;Empleados públicos;,00;1127,81;Fija;955,23;205726,00;Todo el territorio nacional;
55438;ASOC. MUTUAL PARA LA PEQUEÑA Y MEDIANA EMPRESA - AMPYME;2026-07-08;CHUBUT;CHUBUT;Pesos;8000000;10000;60;400000;6;85;,40;Empleados públicos;,00;502,92;Fija;537,04;164402,00;Todo el territorio nacional;
55438;ASOC. MUTUAL PARA LA PEQUEÑA Y MEDIANA EMPRESA - AMPYME;2026-07-08;RIONEGRO;RIONEGRO;Pesos;8000000;10000;36;400000;6;65;,85;Empleados públicos;,00;929,91;Fija;871,50;205726,00;Todo el territorio nacional;
55439;MUTUAL DE PORTEÑA ASOCIACION CULTURAL Y DEPORTIVA;2024-10-02;AYUDA ECONOMICA MUTUAL B;MUTUAL B;Pesos;100000000;1;36;0;6;100;,30;Todos los beneficiarios;,00;85,17;Fija;130,13;10643,20;Provincia de Córdoba;MONTO CUOTA 10 MIL PESOS 1 CUOTA
55439;MUTUAL DE PORTEÑA ASOCIACION CULTURAL Y DEPORTIVA;2024-10-02;AYUDA ECONOMICA MUTUAL A; MUTUAL A;Pesos;100000000;1;36;0;6;75;,30;Todos los beneficiarios;,00;54,75;Fija;76,76;1218,84;Provincia de Córdoba;MONTO CUOTA 10 MIL PESOS 12 CUOTA
55439;MUTUAL DE PORTEÑA ASOCIACION CULTURAL Y DEPORTIVA;2024-10-02;AYUDA ECONOMICA MUTUAL A 1;MUTUAL A 1;Pesos;100000000;1;36;0;6;100;,30;Todos los beneficiarios;,00;104,39;Fija;168,53;1770,12;Provincia de Córdoba;MONTO CUOTA 10 MIL PESOS 12 CUOTA
55439;MUTUAL DE PORTEÑA ASOCIACION CULTURAL Y DEPORTIVA;2024-10-02;AYUDA ECONOMICA MUTUAL B 1; MUTUAL B 1;Pesos;100000000;1;1;0;6;100;,30;Todos los beneficiarios;,00;97,33;Fija;151,82;10746,67;Provincia de Córdoba;MONTO CUOTA 10 MIL PESOS 1 CUOTA
55442;LA LOMITA CAPITAL S.A.;2026-03-29;CHUBUT DESCUENTO DE HABERES;CHUBUT HABERES;Pesos;3500000;5000;36;100000;6;65;30,00;Empleados públicos;15,00;226,27;Fija;330,26;11507,00;Provincia del Chubut;TEA CON IVA INCLUIDO
55444;CREDISE S.A.;2025-12-24;PRESTAMOS ASOCIACION MUTUAL EMPLEADOS BONAERENSES                                                                               ;AMEBO                    ;Pesos;880000;10000;24;0;6;82;40,00;Empleados públicos;18,00;68,86;Fija;85,00;656,00;Provincia de Buenos Aires;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS ASOCIACION MUTUAL UNION FEDERAL                                                                                       ;AMUF                     ;Pesos;3500000;10000;15;0;6;82;40,00;Empleados públicos;18,00;268,29;Fija;376,05;1603,00;Provincia del Chubut;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS SINDICATO DE SEGURIDAD E INVESTIGACIONES PRIVADAS                                                                     ;SSIP                     ;Pesos;2500000;10000;18;0;6;82;40,00;Empleados públicos;18,00;219,41;Fija;293,85;1348,00;Provincia de Buenos Aires;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS ASOCIACION MUTUAL UNION FEDERAL                                                                                       ;AMUF                     ;Pesos;3500000;10000;9;0;6;82;40,00;Empleados públicos;18,00;229,36;Fija;317,01;1909,00;Provincia del Chubut;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS SINDICATO DE SEGURIDAD E INVESTIGACIONES PRIVADAS                                                                     ;SSIP                     ;Pesos;2500000;10000;15;0;6;82;40,00;Empleados públicos;18,00;219,41;Fija;286,78;1438,00;Provincia de Buenos Aires;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS ASOCIACION MUTUAL UNION FEDERAL                                                                                       ;AMUF                     ;Pesos;3500000;10000;18;0;6;82;40,00;Empleados públicos;18,00;268,37;Fija;376,18;1520,00;Provincia del Chubut;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS SINDICATO DE SEGURIDAD E INVESTIGACIONES PRIVADAS                                                                     ;SSIP                     ;Pesos;2500000;10000;6;0;6;82;40,00;Empleados públicos;18,00;219,41;Fija;235,69;2405,00;Provincia de Buenos Aires;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS ASOCIACION MUTUAL UNION FEDERAL                                                                                       ;AMUF                     ;Pesos;3500000;10000;12;0;6;82;40,00;Empleados públicos;18,00;268,15;Fija;375,85;1742,00;Provincia del Chubut;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS SINDICATO DE SEGURIDAD E INVESTIGACIONES PRIVADAS                                                                     ;SSIP                     ;Pesos;2500000;10000;12;0;6;82;40,00;Empleados públicos;18,00;219,41;Fija;276,71;1585,00;Provincia de Buenos Aires;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS ASOCIACION MUTUAL UNION FEDERAL                                                                                       ;AMUF                     ;Pesos;3500000;10000;24;0;6;82;40,00;Empleados públicos;18,00;258,69;Fija;361,38;1409,00;Provincia del Chubut;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS LEALTAD ASOCIACION MUTUAL                                                                                             ;LEALTAD                  ;Pesos;880000;10000;24;0;6;82;40,00;Empleados públicos;18,00;68,86;Fija;85,00;656,00;Provincia de Buenos Aires;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS SINDICATO DE SEGURIDAD E INVESTIGACIONES PRIVADAS                                                                     ;SSIP                     ;Pesos;2500000;10000;9;0;6;82;40,00;Empleados públicos;18,00;219,41;Fija;261,28;1849,00;Provincia de Buenos Aires;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55444;CREDISE S.A.;2025-12-24;PRESTAMOS SINDICATO DE SEGURIDAD E INVESTIGACIONES PRIVADAS                                                                     ;SSIP                     ;Pesos;2500000;10000;24;0;6;82;40,00;Empleados públicos;18,00;219,41;Fija;300,85;1251,00;Provincia de Buenos Aires;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
55450;PRESTY SRL;2026-05-19;PRESTAMO PERSONAL ACTIVOS;PRESTY PLATA;Pesos;1000000;40000;18;250000;6;65;30,00;Empleados públicos;20,00;362,06;Fija;2267,13;295000,00;Todo el territorio nacional;PRESTAMO SIN GARANTIA REAL
55450;PRESTY SRL;2026-05-19;PRESTAMO PERSONAL ACTIVOS;PRESTY ORO;Pesos;1000000;40000;15;250000;6;65;30,00;Empleados públicos;20,00;332,45;Fija;1781,35;285000,00;Todo el territorio nacional;PRESTAMO SIN GARANTIA REAL
55453;Cooperativa de Credito Consumo y Vivienda Baymor Ltda;2026-07-06;GARRAHAN POLICIA 08-2025 - 20;PRPER-50;Pesos;7500000;1000;48;150000;6;99;,45;Personas humanas en relación de dependencia;99,00;7,33;Fija;133,80;902,00;Todo el territorio nacional;
55453;Cooperativa de Credito Consumo y Vivienda Baymor Ltda;2026-07-06;CIUDAD 07-2024;PRPER-47;Pesos;10000000;10000;48;150000;6;99;,45;Personas humanas en relación de dependencia;99,00;13,77;Fija;370,46;1667,00;Todo el territorio nacional;
55453;Cooperativa de Credito Consumo y Vivienda Baymor Ltda;2026-07-06;GARRAHAN POLICIA 08-2025 - 30;PRPER-51;Pesos;10000000;1000;48;150000;6;99;,45;Personas humanas en relación de dependencia;99,00;7,33;Fija;133,80;902,00;Todo el territorio nacional;
55462;CORVALAN 1160 SA;2026-07-03;PRESTAMO PERSONAL;PRESTAMO PERSONAL;Pesos;1400000;60000;36;250000;6;70;65,00;Personas humanas en relación de dependencia;17,00;1469,78;Fija;2505,71;556289,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMAT HABERES PROV. BS.AS.;PP00000014;Pesos;1000000;50000;24;30000;1;80;30,00;Todos los beneficiarios;,00;72,73;Fija;94,91;154074,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;PRESTO RAPIDO CBU TUCUMAN;PP00000037;Pesos;5000000;100000;15;1500000;1;68;30,00;Todos los beneficiarios;,00;866,57;Fija;999,99;521561,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMESUP CODIGO MENDOZA PLAN 1;PP00000017;Pesos;2000000;10000;18;100000;6;65;40,00;Todos los beneficiarios;,00;999,99;Fija;999,99;581376,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;BRAUDE ART. PARA EL HOGAR;PP00000039;Pesos;5000000;100000;15;200000;1;75;30,00;Todos los beneficiarios;,00;392,55;Fija;589,21;378957,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMESUP CODIGO MENDOZA PLAN 2 PARALELOS;PP00000021;Pesos;1000000;10000;18;100000;6;65;40,00;Todos los beneficiarios;,00;999,99;Fija;999,99;597317,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMESUP CODIGO MENDOZA PLAN NORMAL PARALELOS;PP00000022;Pesos;1000000;10000;18;100000;6;65;40,00;Todos los beneficiarios;,00;999,99;Fija;999,99;565716,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMCACS JUBILADOS Y PENSIONADOS;PP00000007;Pesos;2000000;30000;12;30000;6;79;30,00;Todos los beneficiarios;,00;999,99;Fija;999,99;622186,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMESUP ACTIVOS DESCENTRALIZADOS;PP00000020;Pesos;2000000;10000;12;100000;6;60;40,00;Todos los beneficiarios;,00;826,09;Fija;999,99;636561,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMESUP CODIGO MENDOZA PLAN 2;PP00000018;Pesos;2000000;10000;18;100000;6;65;40,00;Todos los beneficiarios;,00;999,99;Fija;999,99;597317,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMCACS CODIGO MENDOZA CON COMERCIALIZADORES;PP00000006;Pesos;5000000;30000;24;30000;1;70;30,00;Todos los beneficiarios;,00;999,99;Fija;999,99;643796,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMESUP MUNICIPALES MENDOZA;PP00000019;Pesos;1000000;10000;12;100000;6;65;40,00;Todos los beneficiarios;,00;826,09;Fija;999,99;636561,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL ISAR;PP00000034;Pesos;5000000;100000;12;200000;1;65;30,00;Todos los beneficiarios;,00;999,99;Fija;999,99;743872,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;GRUPO NORTE PARALELO;PP00000038;Pesos;5000000;100000;15;1500000;1;68;30,00;Todos los beneficiarios;,00;392,55;Fija;589,21;378957,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;PR CBU TUCUMAN PARALELOS;PP00000040;Pesos;5000000;100000;15;200000;1;90;30,00;Todos los beneficiarios;,00;866,57;Fija;999,99;521561,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMESUP CODIGO MENDOZA PLAN NORMAL;PP00000016;Pesos;2000000;10000;18;150000;0;65;40,00;Todos los beneficiarios;,00;999,99;Fija;999,99;565716,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMAT CBU BAPRO SIT. 1-2-3;PP00000012;Pesos;200000;50000;12;50000;12;65;30,00;Todos los beneficiarios;,00;999,99;Fija;999,99;782134,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMCACS CODIGO MENDOZA PARALELOS;PP00000009;Pesos;5000000;30000;24;30000;1;65;40,00;Todos los beneficiarios;,00;999,99;Fija;970,56;621197,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMESUP CODIGO MENDOZA PLAN 1 PARALELOS;PP00000023;Pesos;1000000;10000;18;1000000;6;65;40,00;Todos los beneficiarios;,00;999,99;Fija;999,99;581376,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;RAMIREZ MOTOS;PP00000041;Pesos;5000000;100000;15;200000;1;90;30,00;Todos los beneficiarios;,00;392,55;Fija;589,21;378957,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMCACS CODIGO MENDOZA;PP00000004;Pesos;5000000;30000;24;30000;1;95;40,00;Todos los beneficiarios;,00;999,99;Fija;970,56;621197,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMAT DECRETO 14;PP00000027;Pesos;3000000;100000;36;500000;12;64;30,00;Todos los beneficiarios;,00;175,74;Fija;329,09;257809,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;PODER JUDICIAL TUCUMAN;PP00000028;Pesos;10000000;50000;18;500000;12;64;30,00;Todos los beneficiarios;,00;494,22;Fija;762,29;404126,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL SOLIDARIDAD POLICIAL SITUACION 2 A 5;PP00000030;Pesos;20000000;100000;15;200000;1;65;40,00;Todos los beneficiarios;,00;999,99;Fija;999,99;756094,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL DE LA POLICIA DE TUCUMAN;PP00000031;Pesos;5000000;50000;15;200000;1;65;40,00;Todos los beneficiarios;,00;999,99;Fija;999,99;750678,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL SOLIDARIDAD POLICIAL SITUACION 1;PP00000032;Pesos;50000000;50000;15;200000;1;65;30,00;Todos los beneficiarios;,00;441,76;Fija;672,27;397915,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;CAR PRENDARIOS;PP00000036;Pesos;5000000;100000;15;1500000;1;68;30,00;Todos los beneficiarios;,00;392,55;Fija;589,21;378957,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;ZARETO MOTOS NOVIEMBRE 2025;PP00000026;Pesos;4000000;500000;15;500000;12;64;30,00;Todos los beneficiarios;,00;392,55;Fija;589,21;378957,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;MUTUAL AMCACS COD. MENDOZA CON COMER PARALELOS ;PP00000025;Pesos;5000000;10000;24;30000;1;70;30,00;Todos los beneficiarios;,00;999,99;Fija;999,99;643796,00;Todo el territorio nacional;
55463;MILLASA S.A.;2026-05-20;GRUPO NORTE ;PP00000035;Pesos;5000000;100000;15;1500000;1;90;30,00;Todos los beneficiarios;,00;392,55;Fija;589,21;378957,00;Todo el territorio nacional;
55464;MUTUAL DE INTEGRANTES DEL PODER JUDICIAL;2026-03-20;AYUDA ECONOMICA MUTUAL JUDICIAL;LINEA MIPJ;Pesos;400000;5000;24;0;1;100;20,00;Empleados públicos;2,00;72,00;Fija;90,48;829,00;Provincia de Santa Fe;SE INFORMA TEA ANUAL Y CFT ANUAL
55469;BOCAS DEL TORO S.A.;2026-04-30;PRESTAMOS PERSONALES;PP;Pesos;3500000;50000;24;357800;12;78;35,00;Personas humanas en relación de dependencia;,00;3677,44;Fija;3677,44;191666,00;Provincia de Misiones;0
55469;BOCAS DEL TORO S.A.;2026-04-30;PRESTAMOS PERSONALES;PP;Pesos;3500000;50000;24;357800;12;78;35,00;Empleados públicos;,00;3677,44;Fija;3677,44;191666,00;Provincia de Misiones;0
55469;BOCAS DEL TORO S.A.;2026-04-30;PRESTAMOS PERSONALES;PP;Pesos;3500000;50000;24;357800;12;78;35,00;Beneficiarios de cuentas de la seguridad social;,00;3677,44;Fija;3677,44;191666,00;Provincia de Misiones;0
55470;CAMELUS S.A.;2025-05-13;PERSONALESNAC;PERSNAC;Pesos;80000000;100;60;0;0;100;30,00;Todos los beneficiarios;,00;213,00;Fija;213,00;122620,00;Todo el territorio nacional;SE INFORMA TEA MAX Y CFT MAX CORRESPONDIENTE AL PLAZO MAX Y CUOTA INICIAL A PLAZO MAX CADA 1000000
55477;MERITE S.A.;2026-04-30;PLATA CUOTAS;;Pesos;90000;50000;5;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2698,25;Fija;2698,25;53736,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;RUBI CUOTAS;;Pesos;150000;50000;6;0;0;100;99,99;Clientes con cuenta en la entidad;,00;1834,28;Fija;1834,28;76760,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;BRONCE CUOTAS;;Pesos;80000;50000;2;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2991,27;Fija;2991,27;74922,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;ESMERALDA CUOTAS;;Pesos;130000;50000;6;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2023,62;Fija;2023,62;68254,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;MERCURIO ADELANTO;;Pesos;80000;50000;1;0;0;100;99,99;Clientes con cuenta en la entidad;,00;3564,42;Fija;3564,42;119527,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;PLATINO ADELANTO;;Pesos;100000;50000;1;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2229,81;Fija;2229,81;142350,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;PLATINO CUOTAS;;Pesos;120000;50000;5;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2229,81;Fija;2229,81;68469,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;ORO ADELANTO;;Pesos;90000;50000;1;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2454,20;Fija;2454,20;129386,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;RUBI ADELANTO;;Pesos;120000;50000;1;0;0;100;99,99;Clientes con cuenta en la entidad;,00;1834,28;Fija;1834,28;167432,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;PLATA ADELANTO;;Pesos;90000;50000;1;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2698,25;Fija;2698,25;130656,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;ZAFIRO ADELANTO;;Pesos;150000;50000;1;0;0;100;99,99;Clientes con cuenta en la entidad;,00;1660,53;Fija;1660,53;207173,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;ORO CUOTAS;;Pesos;100000;50000;5;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2454,20;Fija;2454,20;58380,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;BRONCE ADELANTO;;Pesos;70000;50000;1;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2991,27;Fija;2991,27;102709,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;ESMERALDA ADELANTO;;Pesos;120000;50000;1;0;0;100;99,99;Clientes con cuenta en la entidad;,00;2023,62;Fija;2023,62;169126,00;Todo el territorio nacional;
55477;MERITE S.A.;2026-04-30;ZAFIRO CUOTAS;;Pesos;180000;50000;6;0;0;100;99,99;Clientes con cuenta en la entidad;,00;1660,53;Fija;1660,53;89727,00;Todo el territorio nacional;
55479;FIDUCIA ARGENTINA S.A.S.;2026-06-22;PRESTAMO PERSONAL 2 A EMPLEADOS DE ADMINISTRACION PUBLICA DE TUCUMAN 18 CUOTAS;PP2 EMP PUB TUC 18;Pesos;2000000;300000;18;520200;6;63;40,00;Empleados públicos;10,00;837,23;Fija;943,17;2224,00;Provincia de Tucumán;REQUIERE AFILIACION BASICA A LA MUTUAL DE LA POLICIA DE TUCUMAN. CUOTA SOCIAL: $3.000/MES, INCLUIDA EN EL CFTEA.
55479;FIDUCIA ARGENTINA S.A.S.;2026-06-22;PRESTAMO PERSONAL 2 A EMPLEADOS DE ADMINISTRACION PUBLICA DE TUCUMAN 36 CUOTAS;PP2 EMP PUB TUC 36;Pesos;2000000;300000;36;520200;6;63;40,00;Empleados públicos;10,00;558,01;Fija;629,75;1806,00;Provincia de Tucumán;REQUIERE AFILIACION BASICA A LA MUTUAL DE LA POLICIA DE TUCUMAN. CUOTA SOCIAL: $3.000/MES, INCLUIDA EN EL CFTEA.
55479;FIDUCIA ARGENTINA S.A.S.;2026-06-22;PRESTAMO PERSONAL 2 A EMPLEADOS DE ADMINISTRACION PUBLICA DE TUCUMAN 6 CUOTAS;PP2 EMP PUB TUC 6;Pesos;300000;300000;6;520200;6;63;40,00;Empleados públicos;10,00;819,00;Fija;943,17;3126,00;Provincia de Tucumán;REQUIERE AFILIACION BASICA A LA MUTUAL DE LA POLICIA DE TUCUMAN. CUOTA SOCIAL: $3.000/MES, INCLUIDA EN EL CFTEA.
55482;Asociación Mutual de Ayuda Entre Asociados y Adherentes de Romang Futbol Club;2026-06-30;PRESTAMO SISTEMA FRANCES;PRESTAMO SISTEMA FRANCES;Pesos;100000000;100;36;0;2;100;25,00;Todos los beneficiarios;,00;100,08;Fija;101,70;69003,00;Todo el territorio nacional;
55482;Asociación Mutual de Ayuda Entre Asociados y Adherentes de Romang Futbol Club;2026-06-30;CUAD: PRESTAMOS EMPLEADOS PUBLICO PCIALES;CUAD: PRESTAMOS EMPLEADOS;Pesos;50000000;100;36;0;2;100;25,00;Empleados públicos;,00;84,78;Fija;93,30;65838,00;Todo el territorio nacional;
55482;Asociación Mutual de Ayuda Entre Asociados y Adherentes de Romang Futbol Club;2026-06-30;PRESTAMO SISTEMA  PACTADO;PRESTAMO SISTEMA  PACTADO;Pesos;110000000;500;6;0;2;100;25,00;Todos los beneficiarios;,00;112,91;Fija;58,50;1092500,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;ISP DIRECTO;014;Pesos;1000000;500000;12;500000;12;65;30,00;Todos los beneficiarios;,00;213,00;Fija;213,00;,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;COOP DV DEC 352/26 PFA;59;Pesos;4000000;100000;24;0;12;65;30,00;Todos los beneficiarios;,00;404,00;Fija;404,00;1496,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;CETER SA;50;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;IDIM INVEST METABOLICAS;030;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
55486;TODOPAY S.R.L.;2026-06-30;MEGAMENTAL SA;026;Pesos;2000000;100000;24;400000;12;70;30,00;Todos los beneficiarios;,00;197,10;Fija;197,10;1748,00;Todo el territorio nacional;
